Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2490,Alberto Soro,es ESP,MFFW,Granada,es La Liga,23-063,1999,6.4,0,0,0,1.09,1.09,0.31,1.09,1.09,1.88,0,0,0,5.47,1.88,3.91,32.4,Matches
2491,Borna Sosa,hr CRO,DF,Stuttgart,de Bundesliga,24-110,1998,26.8,0.15,0,0,0.56,1.01,0,4.93,1.31,0.56,0,0,0,7.28,0.9,0.97,48,Matches
2492,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,18-143,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2493,Florian Sotoca,fr FRA,FWMF,Lens,fr Ligue 1,31-198,1990,25.8,0.27,0,0,1.59,1.32,0.27,1.51,1.16,0.74,0,0,0,6.09,3.57,1.82,66.2,Matches
2494,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,22-342,1999,13.8,0.29,0.07,0.07,1.09,3.04,0.51,3.04,0.14,0.29,0,0,0,4.28,0.72,0.87,45.5,Matches
2495,Tomáš Sou?ek,cz CZE,MF,West Ham,eng Premier League,27-073,1995,32,0.06,0,0,1.44,0.63,0.13,0.41,1.63,1.28,0,0,0,9.94,4.09,4.13,49.8,Matches
2496,Matìas Soulé,ar ARG,FW,Juventus,it Serie A,19-026,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,Matches
2497,Sambou Soumano,sn SEN,FW,Lorient,fr Ligue 1,21-128,2001,4.9,0.2,0,0,2.65,2.24,1.43,0.61,1.02,0.2,0,0,0,5.71,3.47,4.49,43.6,Matches
2498,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,29-327,1992,24.2,0.25,0.08,0,0.99,0.54,0.04,0.12,1.61,0.5,0,0.04,0.04,8.47,2.52,0.66,79.2,Matches
2499,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,23-073,1999,12.2,0,0,0,1.64,1.72,0,0.41,1.39,1.07,0,0,0,8.85,2.38,1.15,67.4,Matches
2500,Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,30-088,1992,24.4,0.12,0,0,0.98,0.9,0,2.01,1.97,1.11,0,0,0,8.2,1.56,1.39,52.8,Matches
2501,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,25-094,1997,25.8,0.19,0,0,1.63,1.55,0,0.23,2.6,1.28,0,0.04,0,11.2,1.09,1.4,43.8,Matches
2502,Saidou Sow,gn GUI,DF,Saint-Étienne,fr Ligue 1,19-311,2002,9.3,0.22,0,0,1.29,0.43,0,0.32,2.47,1.4,0,0,0,10.3,3.12,1.83,63,Matches
2503,Ça?lar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,25-353,1996,27.7,0.18,0,0,1.16,0.54,0.04,0.18,1.84,1.08,0,0.07,0,10.8,3.57,1.91,65.1,Matches
2504,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,29-047,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2505,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,30-001,1992,5,0.2,0,0,0,0.2,0,0,0,0,0,0,0,5.6,0,0,,Matches
2506,Tony Springett,eng ENG,FW,Norwich City,eng Premier League,19-231,2002,0.5,0,0,0,0,2,0,4,0,0,0,0,0,6,0,0,,Matches
2507,Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,25-204,1996,6.7,0,0,0,2.09,1.34,0,0.45,3.13,1.79,0,0,0,11.5,4.63,2.24,67.4,Matches
2508,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,23-177,1998,20,0.3,0,0,1.85,2.3,0,1,3.55,1.35,0,0,0,14.2,3.2,1.05,75.3,Matches
2509,Kostas Stafylidis,gr GRE,DFMF,Bochum,de Bundesliga,28-160,1993,15.4,0.19,0.06,0,0.84,1.23,0.06,2.08,2.6,1.82,0,0,0,8.7,1.88,1.69,52.7,Matches
2510,Luca Stanga,it ITA,DF,Milan,it Serie A,20-108,2002,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,Matches
2511,Josip Staniši?,hr CRO,DF,Bayern Munich,de Bundesliga,22-039,2000,6.2,0.16,0,0,0.81,0.16,0,1.45,2.58,1.77,0,0,0,11.5,0.65,1.29,33.3,Matches
2512,Niklas Stark,de GER,DFMF,Hertha BSC,de Bundesliga,27-027,1995,22.6,0.13,0,0,1.02,0.97,0.04,0.04,1.9,1.15,0,0.04,0,10.5,3.72,1.81,67.2,Matches
2513,Jason Steele,eng ENG,GK,Brighton,eng Premier League,31-266,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
2514,Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,29-230,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
2515,Renato Steffen,ch SUI,FWMF,Wolfsburg,de Bundesliga,30-189,1991,10.7,0.56,0,0,1.68,1.68,0,2.52,1.59,0.47,0,0,0,7.48,1.59,2.43,39.5,Matches
2516,Zack Steffen,us USA,GK,Manchester City,eng Premier League,27-039,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,Matches
2517,Calvin Stengs,nl NED,MF,Nice,fr Ligue 1,23-144,1998,11.8,0.08,0,0,1.53,0.51,0.17,1.86,1.53,0.59,0,0.08,0,5.51,0.08,0.93,8.3,Matches
2518,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,26-052,1996,10,0.1,0,0,1.2,0.4,0,1,2.3,1.7,0,0,0,9.7,1.4,1.4,50,Matches
2519,Dale Stephens,eng ENG,MF,Burnley,eng Premier League,32-333,1989,1.4,0.71,0,0,2.86,0.71,0,0,1.43,1.43,0,0,0,13.6,0.71,1.43,33.3,Matches
2520,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,28-104,1994,7,0.29,0,0,1.29,0.43,0,0,2.71,1.29,0,0,0,10,2.57,1.86,58.1,Matches
2521,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,27-154,1994,22.3,0.04,0,0,1.21,2.02,0.36,2.2,0.67,0.81,0.09,0,0,4.71,0.18,1.17,13.3,Matches
2522,Finley Stevens,wls WAL,DF,Brentford,eng Premier League,19-031,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,100,Matches
2523,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,21-037,2001,17.9,0.06,0,0,1.73,0.84,0.06,0.39,1.45,1.17,0,0,0,10.3,1.79,1.73,50.8,Matches
2524,Lars Stindl,de GER,MFFW,M'Gladbach,de Bundesliga,33-258,1988,17.3,0.52,0,0,1.79,1.16,0.29,0.64,0.87,0.81,0,0,0,7.46,1.04,1.91,35.3,Matches
2525,Kevin Stöger,at AUT,MF,Mainz 05,de Bundesliga,28-257,1993,4.4,0.68,0,0,2.27,2.5,0,3.64,2.73,1.59,0,0,0,13.9,0.91,1.59,36.4,Matches
2526,Petar Stojanovi?,si SVN,DF,Empoli,it Serie A,26-216,1995,28.4,0.35,0.04,0.04,1.62,0.92,0.07,1.97,1.76,2.25,0,0.04,0,8.27,0.53,0.7,42.9,Matches
2527,John Stones,eng ENG,DF,Manchester City,eng Premier League,27-348,1994,11.4,0,0,0,0.18,0.79,0,0,1.14,0.35,0,0,0,6.93,4.21,0.79,84.2,Matches
2528,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,27-053,1995,21,0.1,0,0,0.1,0,0,0,0,0,0,0.05,0,4,0,0,,Matches
2529,Stefan Strandberg,no NOR,DF,Salernitana,it Serie A,31-290,1990,10.4,0.19,0.1,0.1,0.77,0.19,0.1,0.58,1.35,0.77,0,0.1,0.1,9.13,3.46,1.06,76.6,Matches
2530,Dávid Strelec,sk SVK,FWMF,Spezia,it Serie A,21-037,2001,5.6,0,0,0,0.71,1.07,0.36,0.89,0.71,0.71,0,0,0,7.86,1.79,2.68,40,Matches
2531,Tobias Strobl,de GER,MFDF,Augsburg,de Bundesliga,31-364,1990,3.6,0.28,0,0,1.94,0.56,0,0.28,2.22,0.56,0,0,0,10.6,2.5,1.39,64.3,Matches
2532,Kevin Strootman,nl NED,MF,Cagliari,it Serie A,32-087,1990,7.1,0.56,0,0,1.97,1.55,0,0.14,2.11,1.13,0,0.14,0,9.58,0.56,1.13,33.3,Matches
2533,Pascal Struijk,nl NED,DFMF,Leeds United,eng Premier League,22-273,1999,21.5,0.28,0.05,0,1.16,0.47,0.05,0,2.79,1.53,0,0,0,10.2,2.14,1.67,56.1,Matches
2534,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,31-079,1991,7.6,0,0,0,0.53,0.53,0.13,1.58,1.05,0.53,0,0,0.13,4.87,0.79,0.92,46.2,Matches
2535,Leo Štulac,si SVN,MF,Empoli,it Serie A,27-227,1994,8.9,0.11,0,0,0.79,2.02,0,1.12,0.67,1.24,0,0,0,7.08,1.01,0.79,56.3,Matches
2536,Stefano Sturaro,it ITA,MF,Genoa,it Serie A,29-063,1993,19.6,0.61,0,0,2.91,2.19,0.2,1.22,1.12,1.89,0,0,0,10.4,2.76,3.01,47.8,Matches
2537,Damián Suárez,uy URU,DF,Getafe,es La Liga,34-014,1988,29,0.45,0,0,1.86,1.1,0.03,2.66,2.17,1.62,0,0,0,7.97,1,1.14,46.8,Matches
2538,Denis Suárez,es ESP,MF,Celta Vigo,es La Liga,28-125,1994,29.3,0.14,0,0,1.81,1.37,0,1.5,0.68,1.19,0,0.03,0,9.04,0.61,0.82,42.9,Matches
2539,Luis Suárez,uy URU,FW,Atlético Madrid,es La Liga,35-107,1987,19.5,0.36,0,0,1.13,1.28,0.51,0.46,0.15,0.21,0.1,0.05,0,3.23,1.38,1.64,45.8,Matches
2540,Mario Suárez,es ESP,DF,Rayo Vallecano,es La Liga,35-076,1987,7.2,0.28,0,0,2.08,0.83,0,0,2.36,0.28,0,0.14,0,10,4.44,1.39,76.2,Matches
2541,Isaac Success,ng NGA,FW,Udinese,it Serie A,26-124,1996,10.1,0.1,0.1,0,2.48,3.76,0.5,0.69,0.1,0.3,0,0.1,0,4.85,1.98,3.76,34.5,Matches
2542,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,26-250,1995,20.4,0.1,0,0,0.54,0.1,0.05,0.34,1.76,1.08,0,0,0,12.2,2.7,0.98,73.3,Matches
2543,Kamaldeen Sulemana,gh GHA,MFFW,Rennes,fr Ligue 1,20-085,2002,11.3,0.27,0,0,1.68,1.86,0.27,2.65,0.8,1.59,0,0,0,5.58,0.62,0.44,58.3,Matches
2544,Crysencio Summerville,nl NED,MFFW,Leeds United,eng Premier League,20-193,2001,1.4,0,0,0,0.71,1.43,0,2.86,3.57,2.86,0,0,0,11.4,0.71,3.57,16.7,Matches
2545,Vladyslav Supriaha,ua UKR,FW,Sampdoria,it Serie A,22-085,2000,0.2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,Matches
2546,Suso,es ESP,FW,Sevilla,es La Liga,28-173,1993,4.3,0,0,0,0.23,1.86,0.47,2.33,0.23,0.47,0,0,0,3.72,0.7,0.7,50,Matches
2547,Bosko Sutalo,hr CRO,DF,Hellas Verona,it Serie A,22-130,2000,9.4,0,0,0,1.28,0.85,0.11,0.85,3.09,0.96,0,0,0,11.4,3.19,2.23,58.8,Matches
2548,Mattias Svanberg,se SWE,MF,Bologna,it Serie A,23-126,1999,28.2,0.25,0,0,1.38,2.41,0,1.21,1.1,0.89,0,0,0,7.2,0.89,1.17,43.1,Matches
2549,Michael Svoboda,at AUT,DF,Venezia,it Serie A,23-208,1998,12.4,0.16,0.08,0,0.73,0.32,0,0.08,1.77,1.77,0,0.08,0,8.87,2.66,2.34,53.2,Matches
2550,Abdoulaye Sylla,gn GUI,DF,Nantes,fr Ligue 1,22-031,2000,1.7,0.59,0,0,2.94,0,0,0,2.35,1.76,0,0.59,0,4.12,1.76,1.18,60,Matches
2551,Mamadou Sylla,sn SEN,FW,Alavés,es La Liga,28-052,1994,4.4,0.23,0,0,2.05,1.82,1.36,1.59,0.23,0.68,0,0,0,2.73,3.41,2.27,60,Matches
2552,Mamadou Sylla,sn SEN,FWMF,Rayo Vallecano,es La Liga,28-052,1994,2.2,0.45,0,0,2.73,1.36,0.91,0.91,1.36,0.91,0,0,0,7.73,5,5,50,Matches
2553,Ádám Szalai,hu HUN,FW,Mainz 05,de Bundesliga,34-153,1987,2.9,0.34,0,0,3.1,1.38,1.72,1.38,0,1.03,0,0,0,5.17,3.45,4.83,41.7,Matches
2554,Wojciech Szcz?sny,pl POL,GK,Juventus,it Serie A,32-023,1990,33,0.06,0,0,0.06,0.15,0,0,0,0,0,0.06,0,3.91,0,0,,Matches
2555,Dominik Szoboszlai,hu HUN,MFFW,RB Leipzig,de Bundesliga,21-198,2000,17.1,0.12,0,0,0.88,1.46,0.35,2.4,0.94,0.88,0,0,0,8.01,1.29,1.46,46.8,Matches
2556,Jakob Sørensen,dk DEN,MFDF,Norwich City,eng Premier League,24-069,1998,5.1,0,0,0,1.18,0.2,0,0,2.35,2.16,0,0.2,0,8.82,2.35,1.76,57.1,Matches
2557,Alexander Sørloth,no NOR,FW,Real Sociedad,es La Liga,26-157,1995,16.9,0.12,0,0,1.72,1.07,0.71,0.41,0.41,0.83,0.12,0,0,3.85,3.79,3.2,54.2,Matches
2558,Tachi,es ESP,DF,Alavés,es La Liga,24-243,1997,2.7,0.37,0,0,1.48,1.48,0,1.11,1.85,1.11,0,0,0,9.63,1.85,0.74,71.4,Matches
2559,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,26-089,1996,31,0.13,0,0,0.65,0.32,0.03,0.1,2.13,0.58,0,0,0,10,3.39,1.26,72.9,Matches
2560,Waniss Taibi,fr FRA,MFDF,Angers,fr Ligue 1,20-065,2002,1.5,1.33,0,0,3.33,0.67,0,0,0,3.33,0,0,0,8.67,2,2,50,Matches
2561,Flavien Tait,fr FRA,MF,Rennes,fr Ligue 1,29-098,1993,20.8,0.05,0,0,1.25,2.36,0.14,0.77,0.96,0.87,0.05,0,0,7.98,0.38,0.72,34.8,Matches
2562,Adrien Tameze,cm CMR,MFDF,Hellas Verona,it Serie A,28-096,1994,27.2,0.15,0,0,1.29,1.36,0.07,0.99,2.54,1.18,0,0,0,11.6,2.06,2.06,50,Matches
2563,Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,23-041,1999,8.2,0.49,0.12,0.12,2.44,1.22,0.12,1.22,2.07,1.46,0,0,0,5.61,2.32,1.22,65.5,Matches
2564,Renato Tapia,pe PER,MF,Celta Vigo,es La Liga,26-287,1995,15.4,0.58,0,0,2.21,2.27,0,0.13,2.27,2.6,0,0,0,12.3,2.4,1.62,59.7,Matches
2565,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,23-098,1999,19.2,0.05,0,0,1.15,0.36,0.05,0.1,2.76,1.04,0,0.05,0,10.1,2.34,1.46,61.6,Matches
2566,Florian Tardieu,fr FRA,MF,Troyes,fr Ligue 1,30-019,1992,27.2,0.22,0,0,0.77,1.51,0,1.03,1.95,1.25,0,0,0,10.7,1.21,0.85,58.9,Matches
2567,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,26-235,1995,14,0.07,0,0,0.71,0.93,0.07,1.64,2.29,1.29,0,0,0,8.79,1.5,1.36,52.5,Matches
2568,Matt Targett,eng ENG,DF,Aston Villa,eng Premier League,26-235,1995,15.9,0.13,0,0,1.19,0.82,0,2.58,2.2,0.94,0,0.06,0.06,8.11,1.95,1.26,60.8,Matches
2569,Oussama Targhalline,ma MAR,FW,Marseille,fr Ligue 1,19-356,2002,0.1,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,,Matches
2570,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,29-173,1992,32.5,0.31,0,0,0.95,0.58,0.06,0.06,2.15,1.26,0,0,0.03,10.9,5.02,2.31,68.5,Matches
2571,Ciprian T?t?ru?anu,ro ROU,GK,Milan,it Serie A,36-091,1986,6,0,0,0,0,0.17,0,0,0,0,0,0,0,3.17,0,0,,Matches
2572,Niklas Tauer,de GER,DFMF,Mainz 05,de Bundesliga,21-083,2001,5.2,0.19,0.19,0,1.54,0.77,0,0.58,2.88,1.73,0,0,0,13.8,2.12,2.12,50,Matches
2573,Nuno Tavares,pt POR,DF,Arsenal,eng Premier League,22-105,2000,11.2,0.18,0,0,1.88,1.07,0.09,2.32,2.05,1.07,0,0.09,0,7.77,2.14,1.96,52.2,Matches
2574,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,28-235,1993,27.3,0.11,0,0,0.7,1.54,0,2.05,2.53,0.77,0,0,0,9.52,2.23,1.03,68.5,Matches
2575,Loum Tchaouna,fr FRA,FWMF,Rennes,fr Ligue 1,18-245,2003,1,0,0,0,1,2,2,3,2,0,0,0,0,10,2,0,100,Matches
2576,Warren Tchimbembé,cg CGO,MF,Metz,fr Ligue 1,24-020,1998,2.3,0,0,0,0.87,1.3,0,0.43,0.87,0.43,0,0,0,7.39,0.87,0.43,66.7,Matches
2577,Aurélien Tchouaméni,fr FRA,MF,Monaco,fr Ligue 1,22-104,2000,30.5,0.33,0.03,0.03,1.67,2.2,0.07,0.69,3.54,2.1,0,0.03,0,11.7,2.72,1.15,70.3,Matches
2578,Mathys Tel,fr FRA,FWMF,Rennes,fr Ligue 1,17-014,2005,0.5,0,0,0,10,0,0,4,6,4,0,0,0,10,2,0,100,Matches
2579,Jordan Tell,fr FRA,FW,Clermont Foot,fr Ligue 1,24-335,1997,3.2,0.31,0,0,0.94,0.94,0,0.31,0.31,0.94,0,0,0,5.31,2.19,2.5,46.7,Matches
2580,Nathan Tella,eng ENG,MFFW,Southampton,eng Premier League,22-310,1999,8.2,0.12,0,0,2.44,2.8,0.37,1.1,2.2,0.61,0,0,0,8.78,0.85,3.05,21.9,Matches
2581,Alex Telles,br BRA,DF,Manchester Utd,eng Premier League,29-147,1992,17.4,0.06,0,0,1.44,0.86,0.06,3.45,1.9,1.38,0,0.11,0,7.07,1.72,1.21,58.8,Matches
2582,Cristian Tello,es ESP,FWMF,Betis,es La Liga,30-273,1991,9,0.22,0,0,1.44,0.67,0.44,1.56,1.22,0.89,0,0,0,7.78,0.56,0.78,41.7,Matches
2583,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,26-079,1996,9.8,0.2,0,0,0.51,0.71,0,0.82,2.86,2.04,0,0,0,9.29,2.35,2.14,52.3,Matches
2584,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,30-011,1992,33,0.09,0,0,0,0.21,0,0,0,0,0,0,0,3.67,0,0,,Matches
2585,Filippo Terracciano,it ITA,DF,Hellas Verona,it Serie A,19-092,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,100,Matches
2586,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,32-064,1990,29.8,0,0,0,0,0.17,0,0,0,0,0,0,0,4.97,0,0,,Matches
2587,Martin Terrier,fr FRA,FWMF,Rennes,fr Ligue 1,25-068,1997,28.1,0.04,0,0,1.03,1.49,0.21,1.25,0.64,1.03,0.04,0,0,4.77,1.81,1.85,49.5,Matches
2588,Aleksa Terzi?,rs SRB,DF,Fiorentina,it Serie A,22-267,1999,2.9,0.34,0,0,1.72,0.69,0,4.14,3.45,1.38,0,0,0,8.28,2.76,1.72,61.5,Matches
2589,Robert Tesche,de GER,MF,Bochum,de Bundesliga,34-349,1987,3.4,0.29,0.29,0,0.88,0.59,0.29,0.29,2.06,0.88,0,0,0,5.59,0.88,2.06,30,Matches
2590,Tanner Tessmann,us USA,MF,Venezia,it Serie A,20-229,2001,7.4,0.14,0.14,0,1.22,1.08,0,0.41,2.3,0.68,0,0,0,8.38,0.81,2.43,25,Matches
2591,Tetê,br BRA,FW,Lyon,fr Ligue 1,22-085,2000,4.5,0.22,0,0,1.11,4,0.67,2,0.67,1.33,0,0,0,5.11,1.11,1.33,45.5,Matches
2592,Cedric Teuchert,de GER,MFFW,Union Berlin,de Bundesliga,25-117,1997,1.2,0,0,0,0.83,0.83,0.83,0.83,0.83,0.83,0,0,0,9.17,1.67,1.67,50,Matches
2593,Arthur Theate,be BEL,DF,Bologna,it Serie A,21-351,2000,26.4,0.23,0,0,1.1,0.42,0.04,0.42,2.58,0.95,0,0.04,0,8.48,1.4,1.7,45.1,Matches
2594,Jan Thielmann,de GER,MFFW,Köln,de Bundesliga,19-350,2002,13.2,0.45,0,0,0.91,0.83,0.15,2.65,1.59,1.36,0,0,0,8.41,1.36,2.8,32.7,Matches
2595,Sada Thioub,sn SEN,MF,Angers,fr Ligue 1,26-344,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Matches
2596,Sada Thioub,sn SEN,DF,Saint-Étienne,fr Ligue 1,26-344,1995,9.9,0.2,0,0,0.61,0.51,0,2.63,1.31,1.01,0,0,0,7.37,0.81,0.91,47.1,Matches
2597,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,20-335,2001,20.2,0.1,0,0,0.84,0.89,0,1.14,1.93,1.44,0,0,0,9.46,1.49,1.93,43.5,Matches
2598,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,33-333,1988,26.8,0.34,0,0,1.42,0.67,0,0,1.64,1.34,0,0,0,8.25,2.65,1.38,65.7,Matches
2599,Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,28-152,1993,24.7,0.08,0.04,0,1.42,1.42,0.16,2.15,1.78,1.46,0,0,0,9.72,0.69,1.13,37.8,Matches
2600,Erik Thommy,de GER,DFFW,Stuttgart,de Bundesliga,27-264,1994,2.7,0,0,0,1.11,1.85,0.37,2.59,1.11,0.74,0,0,0,7.41,1.11,2.22,33.3,Matches
2601,Dominic Thompson,eng ENG,DF,Brentford,eng Premier League,21-289,2000,1.6,0,0,0,0.63,0.63,0,0.63,1.88,0.63,0,0,0,7.5,0.63,1.25,33.3,Matches
2602,Morten Thorsby,no NOR,MF,Sampdoria,it Serie A,26-006,1996,31,0.32,0,0,2.68,1.45,0,0.06,1.03,0.94,0,0,0,8.19,6.1,4.87,55.6,Matches
2603,Thuler,br BRA,DF,Montpellier,fr Ligue 1,23-062,1999,8.9,0.34,0.11,0.11,1.35,0.22,0,0.11,1.8,1.8,0,0.11,0,6.52,2.13,0.9,70.4,Matches
2604,Marcus Thuram,fr FRA,FWMF,M'Gladbach,de Bundesliga,24-278,1997,10.6,0.19,0,0,1.04,2.45,0.75,1.32,0.66,1.13,0.09,0,0,3.49,2.74,3.68,42.6,Matches
2605,Khéphren Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,21-046,2001,19.9,0.2,0,0,1.66,0.9,0.05,0.4,2.01,1.21,0.05,0,0,8.79,0.9,0.9,50,Matches
2606,Alexis Tibidi,fr FRA,FWMF,Stuttgart,de Bundesliga,18-189,2003,4.3,0.23,0,0,2.79,2.79,0.93,0.47,0.7,0.7,0,0,0,4.65,1.4,1.86,42.9,Matches
2607,Cheikh Tidiane Sabaly,sn SEN,FWMF,Metz,fr Ligue 1,23-068,1999,1.7,0,0,0,0,0.59,0,0.59,0.59,1.18,0,0,0,7.65,0,1.76,0,Matches
2608,Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,25-004,1997,26.2,0.08,0,0,1.79,1.76,0,0.76,1.49,1.53,0,0.11,0,8.63,0.92,0.8,53.3,Matches
2609,Kieran Tierney,sct SCO,DF,Arsenal,eng Premier League,24-340,1997,21.3,0,0,0,0.33,0.89,0.05,3.38,1.46,0.56,0,0,0,8.03,0.75,0.94,44.4,Matches
2610,Steffen Tigges,de GER,FWMF,Dortmund,de Bundesliga,23-284,1998,1.2,0,0,0,0.83,0.83,0.83,1.67,0.83,1.67,0,0,0,10.8,6.67,7.5,47.1,Matches
2611,Malik Tillman,de GER,FWMF,Bayern Munich,de Bundesliga,19-348,2002,1.2,0,0,0,3.33,0.83,0,0,3.33,0.83,0,0,0,9.17,2.5,1.67,60,Matches
2612,Timothy Tillman,de GER,MF,Greuther Fürth,de Bundesliga,23-127,1999,21.3,0.14,0,0,1.78,1.83,0.09,0.94,1.55,1.17,0,0.05,0,7.04,0.52,1.46,26.2,Matches
2613,David Timor,es ESP,MF,Getafe,es La Liga,32-206,1989,3.8,0.53,0,0,1.05,0.53,0,0.26,1.05,0,0,0,0,10.5,2.11,2.37,47.1,Matches
2614,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,22-132,1999,31.6,0.19,0,0,0.76,0.32,0,0.13,2.37,1.42,0,0.03,0,8.86,2.12,1.58,57.3,Matches
2615,Karl Toko Ekambi,cm CMR,FW,Lyon,fr Ligue 1,29-239,1992,24.3,0.12,0,0,0.74,0.62,0.41,2.18,1.19,0.25,0,0,0,5.88,1.23,0.91,57.7,Matches
2616,Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,27-281,1994,7.8,0,0,0,2.18,0.9,0.38,0.77,1.03,1.28,0,0,0,11.2,2.31,1.41,62.1,Matches
2617,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,27-276,1994,15.5,0.13,0,0,0.58,0.58,0,1.35,1.42,0.58,0,0.06,0,6.97,0.52,0.84,38.1,Matches
2618,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,31-213,1990,16,0.38,0,0,1.88,0.56,0,0.63,2.25,1.13,0,0.06,0,11.2,2.06,1.13,64.7,Matches
2619,Raúl de Tomás,es ESP,FW,Espanyol,es La Liga,27-206,1994,30.5,0.2,0.07,0.03,1.25,2.03,0.95,0.89,0.3,0.2,0,0.03,0,3.21,1.05,1.77,37.2,Matches
2620,Tiago Tomás,pt POR,FW,Stuttgart,de Bundesliga,19-329,2002,11.3,0.18,0,0,0.53,2.57,0.62,1.59,0.44,0.27,0,0,0,5.31,0.8,2.74,22.5,Matches
2621,Takehiro Tomiyasu,jp JPN,DF,Bologna,it Serie A,23-187,1998,0.1,0,0,0,0,0,0,10,10,0,0,0,0,10,0,10,0,Matches
2622,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,23-187,1998,17.2,0.12,0,0,1.1,0.7,0,1.57,1.98,0.99,0,0,0,10.9,3.08,2.91,51.5,Matches
2623,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,33-043,1989,6.1,0.33,0,0,1.15,0.33,0,0,1.64,0.98,0,0,0,7.54,2.13,1.15,65,Matches
2624,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,24-143,1997,28.3,0.14,0,0,0.78,0.32,0,0.04,2.54,1.55,0,0,0,8.06,1.98,1.8,52.3,Matches
2625,Sandro Tonali,it ITA,MF,Milan,it Serie A,22-003,2000,27.7,0.29,0,0,1.84,2.13,0.11,1.3,2.02,1.26,0,0,0,9.24,0.58,0.65,47.1,Matches
2626,Lorenzo Tonelli,it ITA,DF,Empoli,it Serie A,32-114,1990,9.7,0.41,0,0,1.03,2.58,0.1,0,1.65,0.72,0,0,0.1,10.3,3.61,2.16,62.5,Matches
2627,Ivan Toney,eng ENG,FW,Brentford,eng Premier League,26-056,1996,30.3,0.23,0,0,1.72,2.64,0.83,0.96,0.69,0.63,0.1,0,0,4.69,4.69,4.36,51.8,Matches
2628,Ernesto Torregrossa,it ITA,FW,Sampdoria,it Serie A,29-317,1992,1.3,0.77,0,0,5.38,5.38,3.85,0.77,0,1.54,0,0,0,4.62,1.54,3.85,28.6,Matches
2629,Lucas Torreira,uy URU,MF,Fiorentina,it Serie A,26-089,1996,23.5,0.38,0.04,0.04,1.66,2,0.09,0.17,1.62,1.4,0,0,0,9.7,1.36,1.36,50,Matches
